,id,imdb_id,budget,revenue,original_title,director,production_companies,release_year,budget_adj,revenue_adj,count,movie_count
5865,221510,tt3102360,0,0,Dear Dumb Diary,Kristin Hanggi,Walden Media|Zucker Productions|Triple D Productions,2013,0.0,0.0,1,True
5867,201847,tt2381931,4000000,0,Compulsion,Egidio Coccimiglio,Entertainment One,2013,3744133.41096169,0.0,1,True
5868,224076,tt2887322,0,0,The Saratov Approach,Garrett Batty,Three Coin Productions|Saratov Films,2013,0.0,0.0,1,True
5869,174671,tt2328549,0,0,Dark Touch,Marina de Van,Eurimages|Ex Nihilo|Element Pictures|Bord Scannan na hEireann / Irish Film Board|Film i VÃ¤st,2013,0.0,0.0,1,True
5870,238466,tt3345310,0,0,David Blaine: Real or Magic,Matthew Akers,Radical Media,2013,0.0,0.0,1,True
5872,177699,tt0469021,0,0,Alan Partridge: Alpha Papa,Declan Lowney,BBC Films|StudioCanal|Baby Cow Productions|British Film Institute (BFI)|Baby Cow Films,2013,0.0,0.0,1,True
5873,229839,tt2805748,0,0,Grave Halloween,Steven R. Monroe,Syfy,2013,0.0,0.0,1,True
5874,244610,tt2503154,0,0,The Den,Zachary Donohue,Onset Films|Cliffbrook Films,2013,0.0,0.0,1,True
5875,232175,tt1657510,7500000,1359910,Gimme Shelter,Ron Krauss,Day Twenty- Eight Films|Rishon Films,2013,7020250.14555318,1272921.11672523,1,True
5876,177203,tt2421662,0,0,The Challenger,James Hawes,BBC|Science Channel,2013,0.0,0.0,1,True
5877,228933,tt2179027,0,0,Drones,Rick Rosenthal,Whitewater Films|Khaos Digital,2013,0.0,0.0,1,True
5878,177566,tt2552498,50000,0,Jack the Giant Killer,Mark Atkins,The Asylum,2013,46801.6676370212,0.0,1,True
5879,209406,tt2286990,0,0,The Right Kind of Wrong,Jeremiah S. Chechik,Serendipity Point Films|Nomadic Pictures,2013,0.0,0.0,1,True
5880,202141,tt1385956,0,0,Particle Fever,Mark Levinson,Anthos Media|Particle Fever,2013,0.0,0.0,1,True
5881,214081,tt2191082,0,0,A Promise,Patrice Leconte,Wild Bunch|FidÃ©litÃ© Films|Scope Pictures|Orange CinÃ©ma SÃ©ries|Cofinova DÃ©veloppement 6,2013,0.0,0.0,1,True
5882,200481,tt2616880,0,0,The Blue Umbrella,Saschka Unseld,Pixar Animation Studios,2013,0.0,0.0,1,True
5883,179111,tt2375574,0,32846,A Field in England,Ben Wheatley,Film4|Rook Films,2013,0.0,30744.9515041119,1,True
5884,240881,tt1839482,0,0,Free Ride,Shana Betz,Aberration Films,2013,0.0,0.0,1,True
5885,237710,tt3004544,0,0,Pete's Christmas,Nisha Ganatra,Hallmark Entertainment,2013,0.0,0.0,1,True
5886,173153,tt1745862,0,0,Phil Spector,David Mamet,HBO Films,2013,0.0,0.0,1,True
5887,278334,tt3663040,0,0,Heatstroke,Evelyn Purcell,Bold Films,2013,0.0,0.0,1,True
5888,153738,tt1925435,0,0,Frankenstein's Army,Richard Raaphorst,Dark Sky Films|XYZ Films|Pellicola,2013,0.0,0.0,1,True
5889,194101,tt2304426,0,0,The Selfish Giant,Clio Barnard,British Film Institute (BFI)|Film4|Moonspun Films,2013,0.0,0.0,1,True
5890,195276,tt2969522,0,0,ëª½íƒ€ì£¼,Jung Geun-sub,Miin Pictures,2013,0.0,0.0,1,True
5891,211065,tt2191888,0,0,Proxy,Zack Parker,FSC Productions|Along The Tracks,2013,0.0,0.0,1,True
5892,231001,tt2900624,0,0,All Hallows' Eve,Damien Leone,Ruthless Pictures,2013,0.0,0.0,1,True
5893,197624,tt2756412,1000000,0,AE: Apocalypse Earth,Thunder Levin,"Asylum, The",2013,936033.3527404241,0.0,1,True
5894,167179,tt2577150,1800000,0,DrogÃ³wka,Wojciech Smarzowski,Canal+Polska|Agora Entertainment|Film It,2013,1684860.03493276,0.0,1,True
5895,200462,tt2415464,135000,0,Hansel & Gretel,Anthony C. Ferrante,The Asylum,2013,126364.502619957,0.0,1,True
5897,239459,tt3088036,0,0,No Half Measures: Creating the Final Season of Breaking Bad,Stuart Richardson,Sony Pictures Home Entertainment,2013,0.0,0.0,1,True
5899,240913,tt2857160,0,0,Non-Stop,Richard Gabai,Check Entertainment,2013,0.0,0.0,1,True
5900,180894,tt2458106,0,0,Ninja: Shadow of a Tear,Isaac Florentine,Millennium Films|Swingin' Productions,2013,0.0,0.0,1,True
5901,256742,tt3398788,0,0,Hotel Inferno,Giulio De Santi,Necrostorm,2013,0.0,0.0,1,True
5903,146227,tt2167202,18000000,10501938,Getaway,Courtney Solomon,Dark Castle Entertainment|Signature Pictures|After Dark Films|Silver Reel|Saints LA,2013,16848600.3493276,9830164.23641207,1,True
5904,210913,tt2299206,0,0,Blutgletscher,Marvin Kren,Allegro-Film|Filmfonds Wien|ORF Film/Fernseh-Abkommen,2013,0.0,0.0,1,True
5905,222911,tt2513092,0,0,The Monkey's Paw,Brett Simmons,Jay-X Entertainment|TMP Films,2013,0.0,0.0,1,True
5906,216156,tt2395417,0,0,Still Life,Uberto Pasolini,Rai Cinema|Redwave Films|Embargo Films,2013,0.0,0.0,1,True
5907,245169,tt2597718,0,0,Three Night Stand,Pat Kiely,Vroom Productions|Banner House Productions,2013,0.0,0.0,1,True
5908,190754,tt2717558,1052753,466088,On the Job,Erik Matti,ABS-CBN Film Productions|Star Cinema Productions|XYZ Films|Reality Entertainment,2013,985411.92019754,436273.913312079,1,True
5909,214597,tt2486630,8000000,0,Fright Night 2: New Blood,Eduardo RodrÃ­guez,Gaeta / Rosenzweig Films,2013,7488266.82192339,0.0,1,True
5912,246449,tt2475846,0,0,Against the Wild,Richard Boddington,Against the Wild Films,2013,0.0,0.0,1,True
5913,158990,tt2166616,0,0,Wrong Cops,Quentin Dupieux,CTB Film Company|Realitism Films|Rubber Films|Timwe,2013,0.0,0.0,1,True
5914,164558,tt2515086,10000000,0,One Direction: This Is Us,Morgan Spurlock,Columbia Pictures|Sony Pictures,2013,9360333.52740424,0.0,1,True
5917,236324,tt2953196,0,0,Social Nightmare,Mark Quod,The Asylum,2013,0.0,0.0,1,True
5918,212721,tt1815717,0,4793,Gerontophilia,Bruce LaBruce,New Real Films|1976 Productions,2013,0.0,4486.407859684849,1,True
5919,226437,tt3092552,996519,0,Chce siÄ™ Å¼yÄ‡,Maciej Pieprzyca,MFA Filmdistribution|Polski Instytut Sztuki Filmowej|Silesia Film (coprodukcja)|Agencja Filmowa Telewizji Polskiej (coprodukcja),2013,932775.020639535,0.0,1,True
5920,248842,tt2364006,0,0,The Food Guide to Love,Dominic Harari|Teresa Pelegri,Haut et Court|Parallel Film Productions|Fox International Productions (FIP),2013,0.0,0.0,1,True
5925,257874,tt2991296,89,0,Beneath,Ben Ketai,Revolver Picture Company|Elevative Entertainment,2013,83.3069683938978,0.0,1,True
5926,207273,tt2425886,0,0,Chilling Visions: 5 Senses of Fear,Eric England|Nick Everhart|Emily Hagins|Jesse Holland|Miko Hughes|Andy Mitton,Chiller Films|Synthetic Cinema International,2013,0.0,0.0,1,True
5927,157409,tt2332579,0,0,Crystal Fairy & the Magical Cactus,SebastiÃ¡n Silva,FÃ¡bula|Diroriro,2013,0.0,0.0,1,True
5928,192210,tt1922679,3000000,0,Open Road,MÃ¡rcio Garcia,Society Entertainment|BB Film Productions|Marcio Garcia Producoes,2013,2808100.05822127,0.0,1,True
5929,192813,tt2518926,0,0,Age of Dinosaurs,Joseph J. Lawson,The Global Asylum,2013,0.0,0.0,1,True
5931,197919,tt1813609,0,0,A Haunting at Silver Falls,Brett Donowho,Enderby Entertainment|Tony-Seven Films,2013,0.0,0.0,1,True
5932,209901,tt1662293,3000000,1675381,Nothing Left to Fear,Anthony Leonardi III,Anchor Bay Films|Upload Films|Movie Package Company (MPC)|Slasher Films|Prime Focus Ltd.,2013,2808100.05822127,1568212.4945476002,1,True
5933,161782,tt2381962,0,0,Hansel & Gretel: Warriors of Witchcraft,David DeCoteau,Rapid Heart Pictures,2013,0.0,0.0,1,True
5935,209204,tt2934036,0,0,The Cheshire Murders,Kate Davis|David Heilbroner,HBO Documentary Films,2013,0.0,0.0,1,True
5936,216769,tt2545440,0,0,Swindle,Jonathan Judge,Nickelodeon Productions,2013,0.0,0.0,1,True
5937,199556,tt2179226,5000000,0,Absolute Deception,Brian Trenchard-Smith,Limelight International Media Entertainment|Voltage Pictures|ARO Entertainment|Odyssey Media,2013,4680166.76370212,0.0,1,True
5938,191562,tt2436516,0,0,Go Goa Gone,Krishna D.K.|Raj Nidimoru,Eros International,2013,0.0,0.0,1,True
5939,164331,tt1659216,7000000,0,Spiders,Tibor TakÃ¡cs,Nu Image Entertainment,2013,6552233.46918297,0.0,1,True
5941,160564,tt2241691,0,0,Au bout du conte,AgnÃ¨s Jaoui,Memento Films Distribution,2013,0.0,0.0,1,True
5943,169758,tt2180571,800000,0,The Stranger Within,Adam Neutzsky-Wulff,Duckling A/S|Drama Deluxe,2013,748826.6821923391,0.0,1,True
5944,209355,tt2609222,5112027,0,Quai d'Orsay,Bertrand Tavernier,Site 4 View Productions,2013,4785027.77210957,0.0,1,True
5945,131689,tt1986994,800000,0,The Wicked,Peter Winther,A. C. I. Films,2013,748826.6821923391,0.0,1,True
5947,300302,tt3098812,0,0,Comedy Central Roast of James Franco,Joel Gallen,Comedy Central,2013,0.0,0.0,1,True
5949,241958,tt0496375,18,0,Prisoners of the Sun,Roger Christian,ME Completion|Cinemakers,2013,16.8486003493276,0.0,1,True
5950,123107,tt1865393,0,0,Hellbenders,J.T. Petty,Off Hollywood Pictures|Ambush Entertainment|Circle of Confusion,2013,0.0,0.0,1,True
5951,224003,tt2333508,0,0,Dragonfyre,Kohl Glass,Arrowstorm Entertainment,2013,0.0,0.0,1,True
5952,220677,tt2991532,0,0,The Bell Witch Haunting,Glenn Miller,The Asylum,2013,0.0,0.0,1,True
5953,252990,tt2531362,0,0,Chariot,Brad Osborne,Mad Dimension,2013,0.0,0.0,1,True
5954,198677,tt2250234,0,0,SAGA - Curse of the Shadow,John Lyde,Mainstay Productions|Arrowstorm Entertainment,2013,0.0,0.0,1,True
5955,234567,tt2980764,0,0,Get a Horse!,Lauren MacMullan,Walt Disney Animation Studios,2013,0.0,0.0,1,True
5956,72359,tt1699755,15,0,Peeples,Tina Gordon Chism,34th Street Films|Homegrown Pictures,2013,14.0405002911063,0.0,1,True
5957,159154,tt1824254,0,602042,We Steal Secrets: The Story of WikiLeaks,Alex Gibney,Universal Pictures|Universal Pictures International (UPI)|Jigsaw|Global Produce,2013,0.0,563531.39175055,1,True
5958,177271,tt2465238,0,0,Lego Batman: The Movie - DC Super Heroes Unite,Jon Burton,DC Comics|LEGO|The Lego Group|Warner Premiere Digital|Traveller's Tales,2013,0.0,0.0,1,True
5960,218460,tt2274172,0,0,The Contractor,Sean Olson,Hybrid,2013,0.0,0.0,1,True
5962,163431,tt2287715,0,0,Ego,Lisa James Larsson,Filmlance International AB,2013,0.0,0.0,1,True
5963,83869,tt1906329,0,0,As Cool as I Am,Max Mayer,Identity Films|Wind Dancer Productions,2013,0.0,0.0,1,True
5964,214100,tt2481198,0,0,Sunshine on Leith,Dexter Fletcher,DNA Films,2013,0.0,0.0,1,True
5966,228676,tt2872810,0,0,Mischief Night,Richard Schenkman,Lions Gate,2013,0.0,0.0,1,True
5967,165864,tt2081194,4500000,0,Hansel and Gretel Get Baked,Duane Journey,Tribeca Productions,2013,4212150.08733191,0.0,1,True
5968,164443,tt2377132,8000000,0,The Makeover,John Gray,Hallmark Hall of Fame Productions,2013,7488266.82192339,0.0,1,True
5971,171795,tt2507128,0,0,Birth of the Living Dead,Rob Kuhns,Predestinate Productions,2013,0.0,0.0,1,True
5973,137968,tt1714833,11000000,0,Drift,Morgan O'Neill|Ben Nott,World Wide Productions,2013,10296366.8801446,0.0,1,True
5974,159211,tt2378191,0,0,The Haunting of Helena,Christian Bisceglia|Ascanio Malgarini,Rai Cinema|One More Pictures,2013,0.0,0.0,1,True
5975,194722,tt1483324,2500000,0,At Middleton,Adam Rogers,CineSon Entertainment|Look at the Moon Productions,2013,2340083.38185106,0.0,1,True
5976,226360,tt3077060,0,0,House of Versace,Sara Sugarman,Lifetime Television,2013,0.0,0.0,1,True
5977,245597,tt3694790,0,0,ìºì¹˜ë¯¸,HyeonJong Lee,Lotte Entertainment,2013,0.0,0.0,1,True
5978,101724,tt2122424,0,0,Nailbiter,Patrick Rea,SenoReality Pictures|Ministry Machine Productions,2013,0.0,0.0,1,True
5979,184155,tt2182001,7720000,0,Legenda No. 17,Nikolay Lebedev,Three T Productions|Studio Trite|VGTRK|Vserossiyskaya Gosudarstvennaya Televizionnaya i Radioveshchatelnaya Kompaniya (VGTRK),2013,7226177.48315607,0.0,1,True
5981,159667,tt2388705,0,0,Molly Maxwell,Sara St. Onge,Canadian Film Centre (CFC),2013,0.0,0.0,1,True
5982,195796,tt2348394,0,0,Home Sweet Home,David Morley,Mad Dimension|CountessFilms|Gearshift Films,2013,0.0,0.0,1,True
5985,229296,tt3165608,0,0,Justin Bieber's Believe,Jon M. Chu,Open Road Films,2013,0.0,0.0,1,True
5986,242575,tt2876428,4000000,0,"Guten Tag, RamÃ³n",Jorge RamÃ­rez SuÃ¡rez,Eficine 226|Beanca Films|Fondo de InversiÃ³n y EstÃ­mulos al Cine (FIDECINE)|MPN Cologne Film 3,2013,3744133.41096169,0.0,1,True
5987,235662,tt3214240,0,0,Snow Bride,Bert Kish,Johnson Production Group|The Hallmark Channel,2013,0.0,0.0,1,True
5988,273404,tt2048770,0,0,I'll Follow You Down,Richie Mehta,Telefilm Canada|Ontario Media Development Corporation (OMDC)|Harold Greenberg Fund|Resolute Films and Entertainment,2013,0.0,0.0,1,True
5994,173205,tt2444946,0,0,Girl Rising,Richard Robbins,The Documentary Group|CNN Films|Vulcan Productions|Intel Corporation,2013,0.0,0.0,1,True
5995,212063,tt3089388,0,0,Tim's Vermeer,Teller,High Delft Pictures,2013,0.0,0.0,1,True
5996,199818,tt2236054,0,0,Mystery Road,Ivan Sen,Screen Australia|Mystery Road Films,2013,0.0,0.0,1,True
5997,180688,tt1646212,0,0,Deep Dark Canyon,Abe Levy|Silver Tree,Colorfast Pictures|Secret Identity Productions,2013,0.0,0.0,1,True
5999,201132,tt2361700,1000000,0,Antarctica: A Year on Ice,Anthony Powell,Antzworks,2013,936033.3527404241,0.0,1,True
6000,181095,tt2290709,1000000,0,The Appearing,Daric Gates,KK Ranch Productions|Sean Robert Entertainment,2013,936033.3527404241,0.0,1,True
6001,97686,tt1779076,0,0,The Jeffrey Dahmer Files,Chris James Thompson,Good / Credit Productions,2013,0.0,0.0,1,True
6003,184992,tt2261434,0,0,Viaggio Sola,Maria Sole Tognazzi,Ministero per i Beni e le AttivitÃ  Culturali|Augustus Color|Bianca Film,2013,0.0,0.0,1,True
6004,217337,tt2411112,0,0,Les grandes ondes (Ã  l'ouest),Lionel Baier,Rita Productions|Les Films PellÃ©as|Filmes do Tejo|Bande a Part Films,2013,0.0,0.0,1,True
6007,270221,tt3301196,232000,0,Neverlake,Riccardo Paoletti,One More Pictures,2013,217159.737835778,0.0,1,True
6008,222724,tt2396421,0,0,Crystal Lake Memories: The Complete History of Friday the 13th,Daniel Farrands,Hutson Ranch Media,2013,0.0,0.0,1,True
6009,158936,tt2352488,0,0,Interior. Leather Bar.,James Franco|Travis Mathews,RabbitBandini Productions,2013,0.0,0.0,1,True
6010,176124,tt2051894,1200000,2861020,Home Run,David Boyd,Samuel Goldwyn|Provident Films,2013,1123240.0232885,2678010.14285741,1,True
6011,192133,tt2402085,0,97,Jimi: All Is by My Side,John Ridley,Darko Entertainment|Freeman Film|Subotica Entertainment,2013,0.0,90.79523521582121,1,True
6012,203321,tt1808339,0,0,Not Another Happy Ending,John McKay,Synchronicity Films|British Film Company,2013,0.0,0.0,1,True
6013,229138,tt1770672,0,0,Djinn,Tobe Hooper,Imagenation Abu Dhabi FZ|FilmWorks,2013,0.0,0.0,1,True
6016,159140,tt2194326,0,0,History of the Eagles,Alison Ellwood,Jigsaw Productions,2013,0.0,0.0,1,True
6017,185460,tt2885364,0,0,Willow Creek,Bobcat Goldthwait,Jerkschool Productions,2013,0.0,0.0,1,True
6018,191502,tt2636522,0,0,The Unbelievers,Gus Holwerda,Black Chalk Productions,2013,0.0,0.0,1,True
6020,246699,tt2951788,0,0,Death Comes to Pemberley,Daniel Percival,Screen Yorkshire|Origin Pictures|BBC Drama Productions|Far Moor,2013,0.0,0.0,1,True
6022,191718,tt2811878,0,0,Les rencontres d'aprÃ¨s minuit,Yann Gonzalez,Angoa-Agicoa|Procirep|Centre National de la CinÃ©matographie (CNC)|RÃ©gion des Pays-de-la-Loire|Sedna Films,2013,0.0,0.0,1,True
6023,121573,tt1727523,0,0,My Amityville Horror,Eric Walter,Lost Witness Pictures|Film Regions International,2013,0.0,0.0,1,True
6024,159012,tt2504022,0,0,Narco Cultura,Shaul Schwarz,Parts and Labor|K5 International|Cinedigm|Ocean Size Pictures,2013,0.0,0.0,1,True
6025,206284,tt2349460,0,0,Grace Unplugged,Brad J. Silverman,Coram Deo Studios|Birchwood Pictures,2013,0.0,0.0,1,True
6026,202960,tt0485061,0,0,uwantme2killhim?,Andrew Douglas,"Weinstein Company, The|Bad Hat Harry Productions|Anonymous Content|Tribeca Film|Jumping Jack Films",2013,0.0,0.0,1,True
6027,223202,tt3148468,0,0,L'arbitro,Paolo Zucca,Rai Cinema|BD Cine|classic,2013,0.0,0.0,1,True
6029,213121,tt2446040,0,0,Toy Story of Terror!,Angus MacLane,Pixar Animation Studios,2013,0.0,0.0,1,True
6032,159024,tt1509788,3000000,0,Ass Backwards,Chris Nelson,Worldview Entertainment,2013,2808100.05822127,0.0,1,True
6034,142115,tt2186781,0,0,Five Dances,Alan Brown,Perry Street Pictures,2013,0.0,0.0,1,True
6035,173495,tt2708946,0,0,Unhung Hero,Brian Spitz,greenskyFILMS,2013,0.0,0.0,1,True
6037,158743,tt2007360,0,0,Computer Chess,Andrew Bujalski,Computer Chess,2013,0.0,0.0,1,True
6038,268207,tt2991008,0,0,×›×™×“×•×Ÿ,Emmanuel Naccache,United King Films|Orange CinÃ©ma SÃ©ries|Sofica A Plus Images 3|Rabinovich Film Fund Cinema Project|CinÃ©mage,2013,0.0,0.0,1,True
6041,116741,tt2234155,58000000,44000000,The Internship,Shawn Levy,Twentieth Century Fox Film Corporation|Regency Enterprises|21 Laps Entertainment|Wild West Picture Show Productions|TSG Entertainment,2013,54289934.458944604,41185467.5205786,1,True
6044,224087,tt2215457,0,0,Run,Simone Bartesaghi,Spinning Owls Productions|224 Entertainment,2013,0.0,0.0,1,True
6046,172785,tt2040367,0,0,Gus,Jessie McCormack,FilmColony|Unique New York Productions,2013,0.0,0.0,1,True
6047,142391,tt1824904,750,0,95ers: Time Runners,Thomas Gomez Durham,Koan Films|Space Ace Media,2013,702.025014555318,0.0,1,True
6053,159770,tt2334896,0,0,The Dirties,Matt Johnson,XYZ Films,2013,0.0,0.0,1,True
6054,216790,tt3172520,0,0,Sacro GRA,Gianfranco Rosi,Rai Cinema|La Femme Endormie,2013,0.0,0.0,1,True
6056,182127,tt2495118,0,37884,Yip Man: The Final Fight,Herman Yau,Emperor Motion Pictures,2013,0.0,35460.687535218196,1,True
6057,225564,tt2319018,1400000,0,100% Cachemire,ValÃ©rie Lemercier,Rectangle Productions.|Scope Pictures,2013,1310446.69383659,0.0,1,True
6058,158752,tt2187884,650,0,Escape from Tomorrow,Randy Moore,Mankurt Media,2013,608.421679281276,0.0,1,True
6060,173491,tt2450264,0,0,TINY: A Story About Living Small,Merete Mueller|Christopher Smith,Speak Thunder Films,2013,0.0,0.0,1,True
6061,225703,tt2403029,4500000,0,The Starving Games,Jason Friedberg|Aaron Seltzer,Louisiana Production Consultants,2013,4212150.08733191,0.0,1,True
6062,124623,tt2113683,0,0,I Know That Voice,Lawrence Shapiro,Dundee Entertainment|Record Farm Industries|Cinovative,2013,0.0,0.0,1,True
6065,203793,tt1966566,30000000,68129518,Ð¡Ñ‚Ð°Ð»Ð¸Ð½Ð³Ñ€Ð°Ð´,Fyodor Bondarchuk,Art Pictures Studio,2013,28081000.5822127,63771501.1541291,1,True
6066,141058,tt2320073,0,0,A Viking Saga: The Darkest Day,Chris Crow,Lions Gate Films,2013,0.0,0.0,1,True
6067,178850,tt2324998,0,0,Beyonce: Life Is But A Dream,Ed Burke|BeyoncÃ© Knowles,HBO|Parkwood Entertainment,2013,0.0,0.0,1,True
6068,238749,tt3131456,0,0,A Very Merry Mix-Up,Jonathan Wright,Chesler/Perlmutter Productions,2013,0.0,0.0,1,True
6069,194121,tt1863201,0,0,Dark Circles,Paul Soter,After Dark Films,2013,0.0,0.0,1,True
6070,246308,tt3129484,0,0,Master of the Universe,Marc Bauder,Arte Deutschland TV GmbH|SWR,2013,0.0,0.0,1,True
6073,160220,tt2446192,348164,0,Bronies: The Extremely Unexpected Adult Fans of My Little Pony,Laurent Malaquais,Big Focus Television,2013,325893.116223517,0.0,1,True
6075,224908,tt3148890,0,0,Embrace of the Vampire,Carl Bessai,Bloodline Pictures,2013,0.0,0.0,1,True
6076,173455,tt2737310,0,137460,Mistaken for Strangers,Tom Berninger,Final Frame|C5,2013,0.0,128667.14466769801,1,True
6077,203351,tt2740710,0,0,Atlantic Rim,Jared Cohn,The Asylum|Tiki Terrors,2013,0.0,0.0,1,True
6080,174323,tt2429074,0,0,G.B.F.,Darren Stein,School Pictures|Parting Shots Media|Logolite Entertainment,2013,0.0,0.0,1,True
6081,105,tt0088763,19000000,381109762,Back to the Future,Robert Zemeckis,Universal Pictures|Amblin Entertainment|U-Drive Productions,1985,38516154.993062,772572771.713735,1,False
6082,2108,tt0088847,1000000,51525171,The Breakfast Club,John Hughes,Universal Pictures|Channel Productions|A&M Films,1985,2027166.05226642,104450077.48842199,1,False
6083,526,tt0089457,20000000,18432000,Ladyhawke,Richard Donner,Twentieth Century Fox Film Corporation|Warner Bros.,1985,40543321.0453284,37364724.6753747,1,False
6084,9355,tt0089530,12305523,36230219,Mad Max Beyond Thunderdome,George Miller|George Ogilvie,Kennedy Miller Productions,1985,24945338.480983604,73444670.0229779,1,False
6085,707,tt0090264,30000000,152427960,A View to a Kill,John Glen,Eon Productions,1985,60814981.567992605,308996785.928224,1,False
6086,11976,tt0089469,25000000,15502112,Legend,Ridley Scott,Universal Studios|Twentieth Century Fox Film Corporation|Embassy International Pictures|Legend Production Company,1985,50679151.306660496,31425355.1848319,1,False
6087,9340,tt0089218,19000000,61389680,The Goonies,Richard Donner,Amblin Entertainment|Warner Bros.,1985,38516154.993062,124447075.25549799,1,False
6088,10014,tt0089686,3000000,29999213,A Nightmare on Elm Street Part 2: Freddy's Revenge,Jack Sholder,New Line Cinema|Smart Egg Pictures,1985,6081498.15679926,60813386.1883095,1,False
6089,1369,tt0089880,44000000,300400432,Rambo: First Blood Part II,George P. Cosmatos,TriStar Pictures|Carolco Pictures,1985,89195306.2997226,608961557.836567,1,False
6090,606,tt0089755,31000000,128499205,Out of Africa,Sydney Pollack,Universal Pictures|Mirage Entertainment,1985,62842147.620259106,260489226.119223,1,False
6091,1374,tt0089927,31000000,300473716,Rocky IV,Sylvester Stallone,United Artists,1985,62842147.620259106,609110116.673542,1,False
6092,68,tt0088846,15000000,0,Brazil,Terry Gilliam,Embassy International Pictures,1985,30407490.783996303,0.0,1,False
6093,10957,tt0088814,25000000,21288692,The Black Cauldron,Ted Berman|Richard Rich,Walt Disney Pictures|Silver Screen Partners II,1985,50679151.306660496,43155713.7195557,1,False
6094,873,tt0088939,15000000,146292009,The Color Purple,Steven Spielberg,Amblin Entertainment|The Guber-Peters Company|Warner Bros.,1985,30407490.783996303,296558194.36265403,1,False
6095,10999,tt0088944,10000000,57500000,Commando,Mark L. Lester,Twentieth Century Fox Film Corporation|SLM Production Group|Silver Pictures,1985,20271660.5226642,116562048.005319,1,False
6096,9838,tt0089421,12500000,238227,King Solomon's Mines,J. Lee Thompson,Cannon Group|Golan-Globus Productions|Cannon Productions,1985,25339575.6533302,482925.687133273,1,False
6097,10925,tt0089907,4000000,14237000,The Return of the Living Dead,Dan O'Bannon,Hemdale Film Corporation|Fox Films Ltd.|Cinema 84,1985,8108664.20906569,28860763.086117,1,False
6098,9281,tt0090329,12000000,68706993,Witness,Peter Weir,Paramount Pictures,1985,24325992.627197,139280483.76290601,1,False
6099,11532,tt0089087,0,24467000,The Emerald Forest,John Boorman,Embassy Pictures Corporation|Christel Films,1985,0.0,49598671.8008025,1,False
6100,10328,tt0088933,0,85313124,Cocoon,Ron Howard,Twentieth Century Fox Film Corporation|SLM Production Group|Zanuck/Brown Productions,1985,0.0,172943868.785595,1,False
6101,16248,tt0088979,0,7840873,D.A.R.Y.L.,Simon Wincer,Paramount Pictures|World Film Services,1985,0.0,15894751.5657323,1,False
6102,11797,tt0089175,9000000,24922237,Fright Night,Tom Holland,Columbia Pictures|Delphi IV Productions|Vistar Films,1985,18244494.4703978,50521512.792938106,1,False
6103,11418,tt0089670,0,49364621,National Lampoonâ€™s European Vacation,Amy Heckerling,Warner Bros.,1985,0.0,100070283.874198,1,False
6104,10157,tt0089822,0,55600000,Police Academy 2: Their First Assignment,Jerry Paris,Warner Bros.|The Ladd Company,1985,0.0,112710432.50601299,1,False
6105,9626,tt0089893,17900000,6948633,Red Sonja,Richard Fleischer,Famous Films (II)|Dino De Laurentiis Company,1985,36286272.3355689,14086032.927258098,1,False
6106,8408,tt0088993,3500000,34000000,Day of the Dead,George A. Romero,Dead Films|Laurel Entertainment|Toei,1985,7095081.18293247,68923645.7770583,1,False
6107,15196,tt0088930,15000000,14643997,Clue: The Movie,Jonathan Lynn,Paramount Pictures|Debra Hill Productions|PolyGram Filmed Entertainment|The Guber-Peters Company,1985,30407490.783996303,29685813.587891303,1,False
6108,9731,tt0089173,2200000,21930418,Friday the 13th: A New Beginning,Danny Steinmann,Paramount Pictures|Georgetown Productions Inc.,1985,4459765.31498612,44456598.8816124,1,False
6109,13764,tt0089961,50000000,23717291,Santa Claus: The Movie,Jeannot Szwarc,TriStar Pictures|Calash Corporation,1985,101358302.61332099,48078887.1669239,1,False
6110,20721,tt0088936,0,20345361,Code of Silence,Andrew Davis,Orion Pictures|Raymond Wagner Productions,1985,0.0,41243425.1403052,1,False
6111,10176,tt0089869,1000000,0,The Quiet Earth,Geoff Murphy,Cinepro|Mr. Yellowbeard Productions Limited & Company,1985,2027166.05226642,0.0,1,False
6112,12500,tt0088708,1000000,0,American Ninja,Sam Firstenberg,Cannon Group|Golan-Globus,1985,2027166.05226642,0.0,1,False
6113,9749,tt0089155,0,0,Fletch,Michael Ritchie,Universal Pictures,1985,0.0,0.0,1,False
6114,11814,tt0090305,0,38934048,Weird Science,John Hughes,Universal Studios,1985,0.0,78925780.3829114,1,False
6115,8879,tt0089767,0,41410568,Pale Rider,Clint Eastwood,Warner Bros.|Malpaso Company,1985,0.0,83946097.65467021,1,False
6116,10849,tt0089853,15000000,10631333,The Purple Rose of Cairo,Woody Allen,Orion Pictures,1985,30407490.783996303,21551477.3479397,1,False
6117,11177,tt0089560,0,42400000,Mask,Peter Bogdanovich,Universal Pictures,1985,0.0,85951840.6160963,1,False
6118,29161,tt0087909,3800000,0,Phenomena,Dario Argento,DACFILM Rome,1985,7703230.998612401,0.0,1,False
6119,10303,tt0089370,25000000,96773200,The Jewel of the Nile,Lewis Teague,Twentieth Century Fox Film Corporation|SLM Production Group|Stone Group Pictures,1985,50679151.306660496,196175345.80918798,1,False
6120,11954,tt0089489,25000000,0,Lifeforce,Tobe Hooper,TriStar Pictures|Golan-Globus|Easedram,1985,50679151.306660496,0.0,1,False
